c24	HP Ontology	HP:0000026	Male hypogonadism	Decreased function of male gonad	
c25	HP Ontology	HP:0000027	Azoospermia	Absent sperm in semen	
c26	HP Ontology	HP:0000028	Cryptorchidism	Cryptorchism, Undescended testis, Undescended testes	
c27	HP Ontology	HP:0000029	Testicular atrophy	Testicular degeneration	
c28	HP Ontology	HP:0000030	Testicular gonadoblastoma	Testicular gonadoblastoma	
c29	HP Ontology	HP:0000031	Epididymitis	Epididymitis	
c30	HP Ontology	HP:0000032	Abnormality of male external genitalia	Abnormality of male external genitalia	
c31	HP Ontology	HP:0000033	Ambiguous genitalia, male	Ambiguous genitalia in males	
c32	HP Ontology	HP:0000034	Hydrocele testis	Testicular hydrocele	
c33	HP Ontology	HP:0000035	Abnormal testis morphology	Abnormality of the testis, Anomaly of the testes	
c34	HP Ontology	HP:0000036	Abnormal penis morphology	Abnormality of the penis	
c35	HP Ontology	HP:0000037	Male pseudohermaphroditism	Male pseudohermaphroditism	
c36	HP Ontology	HP:0000039	Epispadias	Epispadias	
c37	HP Ontology	HP:0000040	Long penis	Enlarged penis, Long penis	
c38	HP Ontology	HP:0000041	Chordee	Chordee	
c39	HP Ontology	HP:0000042	Absent external genitalia	Absent external genitalia	
c40	HP Ontology	HP:0000044	Hypogonadotropic hypogonadism	Hypogonadotrophic hypogonadism, Low gonadotropins (secondary hypogonadism)	
c41	HP Ontology	HP:0000045	Abnormality of the scrotum	Abnormality of the scrotum	
c42	HP Ontology	HP:0000046	Small scrotum	Hypoplastic scrotum, Scrotal hypoplasia, Underdeveloped scrotum, Smaller than typical growth of scrotum	
c43	HP Ontology	HP:0000047	Hypospadias	Hypospadia	
c44	HP Ontology	HP:0000048	Bifid scrotum	Scrotal cleft, Cleft of scrotum	
c45	HP Ontology	HP:0000049	Shawl scrotum	Overriding scrotum, Scrotum surrounds penis	
c46	HP Ontology	HP:0000050	Hypoplastic male external genitalia	Hypoplastic male genitalia, Underdeveloped male genitalia, Small male external genitalia	
c47	HP Ontology	HP:0000051	Perineal hypospadias	Perineal hypospadias	
c48	HP Ontology	HP:0000052	Urethral atresia, male	Urethral atresia, male	
c49	HP Ontology	HP:0000053	Macroorchidism	Large testicles, Large testis	
c50	HP Ontology	HP:0000054	Micropenis	Short penis, Small penis	
c51	HP Ontology	HP:0000055	Abnormality of female external genitalia	Abnormal female external genitalia	
c52	HP Ontology	HP:0000056	Abnormality of the clitoris	Abnormality of the clit	
c53	HP Ontology	HP:0000057	obsolete Clitoromegaly	obsolete Clitoromegaly	
c54	HP Ontology	HP:0000058	Abnormal labia morphology	Abnormality of the labia	
c55	HP Ontology	HP:0000059	Hypoplastic labia majora	Small labia majora, Underdeveloped vaginal lips, Hypoplasia of labia majora	
c56	HP Ontology	HP:0000060	Clitoral hypoplasia	Small clitoris, Hypoplastic clitoris, Underdeveloped clit	
c57	HP Ontology	HP:0000061	Ambiguous genitalia, female	Atypical appearance of female genitals	
c58	HP Ontology	HP:0000062	Ambiguous genitalia	Ambiguous external genitalia, Ambiguous external genitalia at birth, Intersex genitalia	
c59	HP Ontology	HP:0000063	Fused labia minora	Fused inner lips	
c60	HP Ontology	HP:0000064	Hypoplastic labia minora	Underdeveloped inner lips	
c61	HP Ontology	HP:0000065	Labial hypertrophy	Enlarged vaginal lips, Enlargement of the vaginal lips, Enlargement of the labia	
c62	HP Ontology	HP:0000066	Labial hypoplasia	Hypoplastic labia, Underdeveloped labia	
c63	HP Ontology	HP:0000067	Urethral atresia, female	Urethral atresia, female	
c64	HP Ontology	HP:0000068	Urethral atresia	Absent urethral opening, Urethral opening absent	
c65	HP Ontology	HP:0000069	Abnormality of the ureter	Ureteral anomalies, Ureter issue, Abnormality of the ureters	
c66	HP Ontology	HP:0000070	Ureterocele	Ureterocele	
c67	HP Ontology	HP:0000071	Ureteral stenosis	Narrowing of the ureter	
c68	HP Ontology	HP:0000072	Hydroureter	Wide ureter, Swelling of ureter, Dilated ureter, Megaureter, Ureteral dilatation	
c69	HP Ontology	HP:0000073	Ureteral duplication	Double ureter	
c70	HP Ontology	HP:0000074	Ureteropelvic junction obstruction	Ureteropelvic junction stenosis, Pelviureteric junction obstruction	
c71	HP Ontology	HP:0000075	Renal duplication	Extra kidney	
c72	HP Ontology	HP:0000076	Vesicoureteral reflux	Vesicoureteric reflux, Ureteric reflux, Vesico-ureteral reflux, Ureteral reflux	
c73	HP Ontology	HP:0000077	Abnormality of the kidney	Renal anomalies, Renal anomaly, Abnormality of the kidney, Abnormal kidney	
c74	HP Ontology	HP:0000078	Abnormality of the genital system	Genital abnormality, Genital anomalies, Genital abnormalities, Genital defects	
c75	HP Ontology	HP:0000079	Abnormality of the urinary system	Urinary tract abnormalities, Urinary tract anomalies, Urinary tract abnormality	
c76	HP Ontology	HP:0000080	Abnormality of reproductive system physiology	Genital functional abnormality, Abnormality of reproductive system physiology	
c77	HP Ontology	HP:0000081	Duplicated collecting system	Duplicated renal collecting system, Double collecting system, Double urinary collecting systems on intravenous pyelography, Duplex collecting system	
c78	HP Ontology	HP:0000083	Renal insufficiency	Renal failure in adulthood, Renal failure	
c79	HP Ontology	HP:0000085	Horseshoe kidney	Horseshoe kidney, Horseshoe kidneys	
c80	HP Ontology	HP:0000086	Ectopic kidney	Abnormal kidney location, Ectopic kidneys, Displaced kidney, Renal ectopia	
c81	HP Ontology	HP:0000089	Renal hypoplasia	Hypoplastic kidney, Small kidneys, Underdeveloped kidneys, Hypoplastic kidneys	
c82	HP Ontology	HP:0000090	Nephronophthisis	juvenile nephronophthisis	
c83	HP Ontology	HP:0000091	Abnormal renal tubule morphology	Morphologic abnormality of the renal tubules, Abnormality of the renal tubule	
c84	HP Ontology	HP:0000092	Renal tubular atrophy	Renal tubular cell atrophy, Tubular atrophy	
c85	HP Ontology	HP:0000093	Proteinuria	High urine protein levels, Protein in urine	
c86	HP Ontology	HP:0000095	Abnormal renal glomerulus morphology	Morphologic abnormality of the renal glomerulus, Abnormality of renal glomerulus morphology	
c87	HP Ontology	HP:0000096	Glomerular sclerosis	Glomerulosclerosis	
c88	HP Ontology	HP:0000097	Focal segmental glomerulosclerosis	Focal and segmental glomerulosclerosis, focal glomerulosclerosis, Focal and segmental glomerular sclerosis	
c89	HP Ontology	HP:0000098	Tall stature	Increased body height, Tall stature, Accelerated linear growth, Increased linear growth	
c90	HP Ontology	HP:0000099	Glomerulonephritis	Glomerular nephritis	
c91	HP Ontology	HP:0000100	Nephrotic syndrome	Nephrosis	
c92	HP Ontology	HP:0000103	Polyuria	Increased urine output	
c93	HP Ontology	HP:0000104	Renal agenesis	Renal aplasia, Missing kidney, Absent kidney	
c94	HP Ontology	HP:0000105	Enlarged kidney	Renal enlargement, Enlarged kidney, Nephromegaly, Large kidneys	
c95	HP Ontology	HP:0000107	Renal cyst	Kidney cyst	
c96	HP Ontology	HP:0000108	Renal corticomedullary cysts	Corticomedullary renal cysts	
c97	HP Ontology	HP:0000110	Renal dysplasia	Dysplastic kidneys, Renal adysplasia	
c98	HP Ontology	HP:0000111	Renal juxtaglomerular cell hypertrophy/hyperplasia	Renal juxtaglomerular cell hypertrophy/hyperplasia	
c99	HP Ontology	HP:0000112	Nephropathy	Nephropathy	
c100	HP Ontology	HP:0000113	Polycystic kidney dysplasia	Enlarged polycystic kidneys, Polycystic kidneys	
c101	HP Ontology	HP:0000114	Proximal tubulopathy	Proximal tubule dysfunction, Selective proximal tubular damage, Proximal renal tubule defect, Proximal tubular defect, Proximal renal tubulopathy	
c102	HP Ontology	HP:0000117	Renal phosphate wasting	Decreased tubular maximum for phosphate reabsorption per glomerular filtration rate, Tubular phosphate reabsorption low, Decreased renal tubular phosphate reabsorption	
c103	HP Ontology	HP:0000118	Phenotypic abnormality	Organ abnormality	
c104	HP Ontology	HP:0000119	Abnormality of the genitourinary system	Genitourinary tract anomalies, Abnormality of the GU system, Genitourinary tract malformation, Genitourinary abnormality, Urogenital anomalies, Urogenital abnormalities	
c105	HP Ontology	HP:0000121	Nephrocalcinosis	Too much calcium deposited in kidneys	
c106	HP Ontology	HP:0000122	Unilateral renal agenesis	Unilateral kidney agenesis, Single kidney, Absent kidney on one side, Missing one kidney	
c107	HP Ontology	HP:0000123	Nephritis	Kidney inflammation	
c108	HP Ontology	HP:0000124	Renal tubular dysfunction	Abnormal function of filtrating structures in kidney, Renal tubular defect	
c109	HP Ontology	HP:0000125	Pelvic kidney	Sacral kidney	
c110	HP Ontology	HP:0000126	Hydronephrosis	Hydronephrosis	
c111	HP Ontology	HP:0000127	Renal salt wasting	Salt-wasting, Loss of salt in urine, Salt wasting, Renal salt-wasting	
c112	HP Ontology	HP:0000128	Renal potassium wasting	Renal K wasting	
c113	HP Ontology	HP:0000130	Abnormality of the uterus	Uterine malformations, Uterine abnormalities, Abnormality of the uterus	
c114	HP Ontology	HP:0000131	Uterine leiomyoma	Uterine fibroid, Benign uterine leiomyomas	
c115	HP Ontology	HP:0000132	Menorrhagia	Abnormally heavy periods, Abnormally heavy bleeding during menstruation, Hypermenorrhea	
c116	HP Ontology	HP:0000133	Gonadal dysgenesis	Pure gonadal dysgenesis, Mixed gonadal dysgenesis	
c117	HP Ontology	HP:0000134	Female hypogonadism	Hypogonadism, female	
c118	HP Ontology	HP:0000135	Hypogonadism	Decreased activity of gonads	
c119	HP Ontology	HP:0000136	Bifid uterus	Bifid uterus	
c120	HP Ontology	HP:0000137	Abnormality of the ovary	Abnormality of the ovaries, Abnormality of the ovary	
c121	HP Ontology	HP:0000138	Ovarian cyst	Cystic ovaries, Ovarian cyst, Ovarian cystic abnormality, Cystic abnormalities of the ovaries	
c122	HP Ontology	HP:0000139	Uterine prolapse	Sagging uterus	
c123	HP Ontology	HP:0000140	Abnormality of the menstrual cycle	Abnormality of the menstrual cycle	
c124	HP Ontology	HP:0000141	Amenorrhea	Abnormal absence of menstruation	
c125	HP Ontology	HP:0000142	Abnormal vagina morphology	Vaginal malformation	
c126	HP Ontology	HP:0000143	Rectovaginal fistula	Abnormal connection between rectum and vagina	
c127	HP Ontology	HP:0000144	Decreased fertility	Abnormal fertility, Decreased fertility	
c128	HP Ontology	HP:0000145	Transverse vaginal septum	Transverse vaginal membrane	
c129	HP Ontology	HP:0000147	Polycystic ovaries	Polycystic ovary, Sclerocystic ovaries	
c130	HP Ontology	HP:0000148	Vaginal atresia	Abnormally closed or absent vagina	
c131	HP Ontology	HP:0000149	Ovarian gonadoblastoma	Gonadoblastoma, female	
c132	HP Ontology	HP:0000150	Gonadoblastoma	Gonadoblastoma	
c133	HP Ontology	HP:0000151	Aplasia of the uterus	uterus absent, Absent uterus	
c134	HP Ontology	HP:0000152	Abnormality of head or neck	Head and neck abnormality, Abnormality of head or neck	
c135	HP Ontology	HP:0000153	Abnormality of the mouth	Abnormal mouth, Abnormality of the mouth	
c136	HP Ontology	HP:0000154	Wide mouth	Large oral aperture, Broad mouth, Large mouth, Macrostomia, Wide mouth	
c137	HP Ontology	HP:0000155	Oral ulcer	Oral mucosal ulceration, Mouth ulcer	
c138	HP Ontology	HP:0000157	Abnormality of the tongue	Abnormal tongue, Glossal abnormality, Tongue abnormality, Lingual abnormality, Abnormality of the tongue	
c139	HP Ontology	HP:0000158	Macroglossia	Hypertrophy of the tongue, Increased size of tongue, Abnormally large tongue, Large tongue, Tongue hypertrophy, Hyperplasia of the tongue	
c140	HP Ontology	HP:0000159	Abnormal lip morphology	Abnormality of the lip, Lip abnormality, Abnormal lip	
c141	HP Ontology	HP:0000160	Narrow mouth	Small oral aperture, Small mouth, Microstomia, Narrow mouth	
c142	HP Ontology	HP:0000161	Median cleft lip	Central cleft upper lip, Midline cleft lip	
c143	HP Ontology	HP:0000162	Glossoptosis	Retraction of the tongue, Lingual retraction	
c144	HP Ontology	HP:0000163	Abnormal oral cavity morphology	Abnormality of the oral cavity	
c145	HP Ontology	HP:0000164	Abnormality of the dentition	Dental abnormality, Abnormal teeth, Abnormal dentition, Dental abnormalities, Dental anomalies	
c146	HP Ontology	HP:0000166	Severe periodontitis	Severe periodontal disease, Severe pyorrhea	
c147	HP Ontology	HP:0000168	Abnormality of the gingiva	Gingival abnormality, Abnormality of the gums	
c148	HP Ontology	HP:0000169	Gingival fibromatosis	Gingival fibrous nodules, Gingival fibroma	
c149	HP Ontology	HP:0000171	Microglossia	Small tongue, Underdevelopment of the tongue, Hypoplasia of the tongue, Lingual hypoplasia, Decreased size of tongue, Hypoglossia, Abnormally small tongue, Hypoplastic tongue, Rudimentary tongue	
c150	HP Ontology	HP:0000172	Abnormal uvula morphology	Abnormality of the uvula, Abnormality of palatine uvula	
c151	HP Ontology	HP:0000174	Abnormal palate morphology	Abnormality of the palate, Abnormality of the roof of the mouth, Palatal anomaly, Palate abnormality	
c152	HP Ontology	HP:0000175	Cleft palate	Cleft of hard and soft palate, Uranostaphyloschisis, Cleft palate, Cleft roof of mouth, Cleft of palate, Palatoschisis, Cleft hard and soft palate	
c153	HP Ontology	HP:0000176	Submucous cleft hard palate	Submucosal cleft palate, Partial thickness cleft hard palate	
c154	HP Ontology	HP:0000177	Abnormal upper lip morphology	Abnormality of upper lip	
c155	HP Ontology	HP:0000178	Abnormal lower lip morphology	Abnormality of lower lip	
c156	HP Ontology	HP:0000179	Thick lower lip vermilion	Increased volume of lower lip, Increased volume of lower lip vermilion, Plump lower lip, Full lower lip vermilion, Prominent lower lip, Thick vermilion border of lower lip, Increased height of lower lip vermilion	
c157	HP Ontology	HP:0000180	Lobulated tongue	Lingual lobules, Bumpy tongue, Lobulate tongue	
c158	HP Ontology	HP:0000182	Movement abnormality of the tongue	Movement abnormality of the tongue, Abnormality of lingual movement	
c159	HP Ontology	HP:0000183	Difficulty in tongue movements	Difficulty in lingual movements, Difficulty in tongue movements	
c160	HP Ontology	HP:0000185	Cleft soft palate	Cleft muscular palate, Cleft velum, Cleft of soft palate	
c161	HP Ontology	HP:0000187	Broad alveolar ridges	Broad alveolar margins, Widened alveolar ridges	
c162	HP Ontology	HP:0000188	Short upper lip	Decreased height of upper lip, Vertical deficiency of upper lip, Short upper lip, Shortening of upper lip, Decreased upper labial length, Decreased upper labial height, Decreased vertical length of upper lip	
c163	HP Ontology	HP:0000189	Narrow palate	Decreased transverse dimension of palate, Decreased palatal width, Narrow palate, Narrow roof of mouth	
c164	HP Ontology	HP:0000190	Abnormal oral frenulum morphology	Abnormality of frenum of tongue, Abnormality of oral frenula, Abnormality of oral frenum, Abnormality of lingual frenum	
c165	HP Ontology	HP:0000191	Accessory oral frenulum	Supernumerary oral frenulum, Multiple oral frenula, Supernumerary oral frenum, Extra oral frenulum, Accessory oral frenum, Extra oral frenum	
c166	HP Ontology	HP:0000193	Bifid uvula	Split uvula, Bifid palatine uvula, Cleft uvula, Forked uvula, Cleft of uvula, Uvula bifida	
c167	HP Ontology	HP:0000194	Open mouth	Slack jawed appearance, Open mouth, Gaped jawed appearance, Gaped mouthed appearance	
c168	HP Ontology	HP:0000196	Lower lip pit	Lower lip pit	
c169	HP Ontology	HP:0000197	Abnormal parotid gland morphology	Abnormality of parotid gland, Anomaly of the parotid gland	
c170	HP Ontology	HP:0000198	Absence of Stensen duct	Failure of development of parotid duct, Missing stensen duct, Absent stensen duct, Absence of parotid duct, Missing parotid duct, Failure of development of stensen duct	
c171	HP Ontology	HP:0000199	Tongue nodules	Lingual nodules	
c172	HP Ontology	HP:0000200	Short lingual frenulum	Short tongue frenulum, Tight lingual frenulum, Short tongue frenum, Short lingual frenum, Deficiency of lingual frenulum	
c173	HP Ontology	HP:0000201	Pierre-Robin sequence	Pierre Robin sequence, Pierre-robin deformity, Robin sequence, Pierre-robin malformation, Pierre-robin anomaly	
c174	HP Ontology	HP:0000202	Oral cleft	Cleft of the mouth, Oral clefting	
c175	HP Ontology	HP:0000204	Cleft upper lip	Cheiloschisis of upper lip, Cleft upper lip, Harelip	
c176	HP Ontology	HP:0000205	Pursed lips	Pursed lips, Tightly closed lips	
c177	HP Ontology	HP:0000206	Glossitis	Lingual inflammation, Smooth swollen tongue, Inflammation of the tongue	
c178	HP Ontology	HP:0000207	Triangular mouth	Triangular mouth, Triangular shaped oral aperture, Triangular shaped mouth	
c179	HP Ontology	HP:0000211	Trismus	Lockjaw, Pain of muscles of mastication	
c180	HP Ontology	HP:0000212	Gingival overgrowth	Gingival hyperplasia, Hypertrophic gingivitis, Gum enlargement, Gum hypertrophy, Gingival enlargement	
c181	HP Ontology	HP:0000214	Lip telangiectasia	Lip telangiectases, Labial telangiectasia, Telangiectasia of the lips	
c182	HP Ontology	HP:0000215	Thick upper lip vermilion	Increased volume of upper lip, Thick upper lip, Prominent upper lip, Increased volume of upper lip vermilion, Full upper lip vermilion, Plump upper lip, Full upper lip, Increased height of upper lip vermilion, Thick vermilion border of upper lip	
c183	HP Ontology	HP:0000216	Broad secondary alveolar ridge	Secondary alveolar ridges	
c184	HP Ontology	HP:0000217	Xerostomia	Dry mouth syndrome, Dry mouth, Reduced salivation	
c185	HP Ontology	HP:0000218	High palate	Elevated palate, High-arched palate, Palate, high-arched, High arched palate, Increased palatal height, High palate, High, arched palate, Palate high-arched	
c186	HP Ontology	HP:0000219	Thin upper lip vermilion	Decreased volume of upper lip, Thin upper lip, Decreased volume of upper lip vermilion, Decreased height of upper lip vermilion, Thin vermilion border of upper lip	
c187	HP Ontology	HP:0000220	Velopharyngeal insufficiency	Velopharyngeal incompetence	
c188	HP Ontology	HP:0000221	Furrowed tongue	Plicated tongue, Lingual furrow, Lingue plicata, Prominent tongue grooves, Grooved tongue, Scrotal tongue, Fissured tongue	
c189	HP Ontology	HP:0000222	Gingival hyperkeratosis	Hyperkeratosis, gingival	
c190	HP Ontology	HP:0000223	Abnormality of taste sensation	Abnormality of taste sensation	
c191	HP Ontology	HP:0000224	Hypogeusia	Decreased taste, Decreased taste sensation	
c192	HP Ontology	HP:0000225	Gingival bleeding	Gingival haemorrhage, Bleeding gums, Gingivorrhagia, Gingival hemorrhage	
c193	HP Ontology	HP:0000227	Tongue telangiectasia	Lingual telangiectasia	
c194	HP Ontology	HP:0000228	Oral cavity telangiectasia	Oral cavity teleangiectasia	
c195	HP Ontology	HP:0000230	Gingivitis	Red and swollen gums, Inflamed gums, Gingival inflammation	
c196	HP Ontology	HP:0000232	Everted lower lip vermilion	Outward turned lower lip, Drooping lower lip, Everted prominent lower lip, Everted lower lip, Eclabium of lower lip	
c197	HP Ontology	HP:0000233	Thin vermilion border	Decreased volume of lip, Decreased volume of lip vermillion, Thin lips, Thin vermillion	
c198	HP Ontology	HP:0000234	Abnormality of the head	Abnormality of the head, Abnormal head, Head abnormality	
c199	HP Ontology	HP:0000235	Abnormality of the fontanelles or cranial sutures	Abnormality of the fontanelles or cranial sutures	
c200	HP Ontology	HP:0000236	Abnormality of the anterior fontanelle	Abnormality of the forehead soft spot	
c201	HP Ontology	HP:0000237	Small anterior fontanelle	Small forehead fontanel, Small anterior fontanel	
c202	HP Ontology	HP:0000238	Hydrocephalus	Nonsyndromal hydrocephalus, Too much cerebrospinal fluid in the brain, Hydrocephaly	
c203	HP Ontology	HP:0000239	Large fontanelles	Persistent wide fontanel, Large fontanels, Wide fontanelles, Large fontanelle, Large fontanel, Enlarged fontanelles	
c204	HP Ontology	HP:0000240	Abnormality of skull size	Abnormality of skull size, Abnormality of cranium size	
c205	HP Ontology	HP:0000242	Parietal bossing	Bossing of parietal bone, Biparietal bossing	
c206	HP Ontology	HP:0000243	Trigonocephaly	Wedge shaped cranium, Wedge shaped skull, Triangular cranium shape, Triangular skull shape	
c207	HP Ontology	HP:0000244	Brachyturricephaly	Brachy-turricephaly, Turribrachycephaly, High, prominent forehead	
c208	HP Ontology	HP:0000245	Abnormal paranasal sinus morphology	Abnormality of the sinuses of the head	
c209	HP Ontology	HP:0000246	Sinusitis	Sinus inflammation	
c210	HP Ontology	HP:0000248	Brachycephaly	Short and broad skull	
c211	HP Ontology	HP:0000250	Dense calvaria	Dense skull cap	
c212	HP Ontology	HP:0000252	Microcephaly	small calvarium, Decreased circumference of cranium, Abnormally small cranium, Abnormally small skull, Decreased size of skull, Reduced head circumference, Small head circumference, Decreased size of cranium, small cranium	
c213	HP Ontology	HP:0000253	Progressive microcephaly	Progressively abnormally small cranium, Microcephaly, postnatal, progressive, Microcephaly, progressive, Progressively abnormally small skull	
c214	HP Ontology	HP:0000255	Acute sinusitis	Acute sinusitis	
c215	HP Ontology	HP:0000256	Macrocephaly	Increased size of cranium, Large head, Increased size of skull, Macrocrania, Megacephaly, Large head circumference, Macrocephalus	
c216	HP Ontology	HP:0000260	Wide anterior fontanel	Large open anterior fontanel, Large open anterior fontanelle, Wide anterior fontanelle, Large anterior fontanel, Wider-than-typical soft spot of skull, Large anterior fontanelle, Wide open anterior fontanelle	
c217	HP Ontology	HP:0000262	Turricephaly	Tower skull shape, Tall shaped cranium, Tall shaped skull, Turricephalus, Tower cranium shape	
c218	HP Ontology	HP:0000263	Oxycephaly	Oxycephaly	
c219	HP Ontology	HP:0000264	Abnormal mastoid morphology	Abnormality of the mastoid, Abnormality of mastoid process of temporal bone	
c220	HP Ontology	HP:0000265	Mastoiditis	Mastoiditis	
c221	HP Ontology	HP:0000267	Cranial asymmetry	Asymmetry of cranium, Cranial vault asymmetry	
c222	HP Ontology	HP:0000268	Dolichocephaly	Tall and narrow skull, Long, narrow head	
c223	HP Ontology	HP:0000269	Prominent occiput	Prominent back of the skull, Prominent posterior skull, Protruding occiput, Prominent posterior cranium	
c224	HP Ontology	HP:0000270	Delayed cranial suture closure	Delayed closure of fontanels, Late closure of fontanelle, Broad late closing cranial sutures, Delayed cranial suture closure, Open sutures, Delayed fontanelle closure, Delayed closure of the fontanelles, Delayed fontanel closure, Delayed closure of fontanelles, Delayed closure of fontanel, Late closing fontanelles, Late-closing fontanelle	
c225	HP Ontology	HP:0000271	Abnormality of the face	Facial abnormality, Abnormality of the face, Abnormal face	
c226	HP Ontology	HP:0000272	Malar flattening	Malar hypoplasia, Flat cheekbone, Underdevelopment of malar bone, Decreased size of malar bone, Zygomatic flattening, Depressed malar region	
c227	HP Ontology	HP:0000273	Facial grimacing	Facial grimacing	
c228	HP Ontology	HP:0000274	Small face	Facial hypoplasia, Short and narrow face, Microfacies, Small facies, Small face, Hypoplasia of face, Microface	
c229	HP Ontology	HP:0000275	Narrow face	Horizontal deficiency of face, Horizontal hypoplasia of face, Decreased horizontal dimension of face, Transverse deficiency of face, Decreased transverse dimension of face, Transverse hypoplasia of face, Decreased breadth of face, Thin facies, Narrow facies, Decreased width of face, Narrow face, Transverse insufficiency of face, Horizontal insufficiency of face	
c230	HP Ontology	HP:0000276	Long face	Vertical hyperplasia of face, Vertical elongation of face, Vertical Facial Excess, Increased vertical dimension of face, Vertical overgrowth of face, Increased height of face, Long facies, Vertical enlargement of face, Increased length of face, Long face, Vertical excess of face, Elongation of face	
c231	HP Ontology	HP:0000277	Abnormal mandible morphology	Abnormality of the mandible, Abnormality of the lower jaw bone	
c232	HP Ontology	HP:0000278	Retrognathia	Receding chin, Receding lower jaw, Lower jaw retrognathia, Retrognathia of lower jaw, Receding mandible, Weak jaw, Weak chin	
c233	HP Ontology	HP:0000280	Coarse facial features	Coarse face, Coarse facial appearance, Coarse facies, Coarse facial features	
c234	HP Ontology	HP:0000282	Facial edema	Facial swelling, Facial puffiness, Facial oedema	
c235	HP Ontology	HP:0000283	Broad face	Horizontal excess of face, Increased width of face, Wide face, Horizontal hyperplasia of face, Increased transverse dimension of face, Broad facies, Transverse hyperplasia of face, Increased breadth of face, Transverse excess of face, Broad face, Increased horizontal dimension of face, Wide facies	
c236	HP Ontology	HP:0000284	obsolete Abnormality of the ocular region	obsolete Abnormality of the ocular region	
c237	HP Ontology	HP:0000286	Epicanthus	Prominent eye folds, Epicanthic folds, Plica palpebronasalis, Palpebronasal fold, Eye folds, Epicanthal fold, Epicanthal folds	
c238	HP Ontology	HP:0000287	Increased facial adipose tissue	Increased amount of facial adipose tissue, Increased volume of facial adipose tissue, Increased amount of facial fat	
c239	HP Ontology	HP:0000288	Abnormality of the philtrum	Abnormality of the paralabial region, Abnormality of the infranasal depression, Abnormal philtrum	
c240	HP Ontology	HP:0000289	Broad philtrum	Increased breadth of philtrum, Wide philtrum, Increased transverse dimension of philtrum, Increased width of philtrum, Increased horizontal dimension of philtrum	
c241	HP Ontology	HP:0000290	Abnormality of the forehead	Abnormality of the forehead, Abnormality of the frontal region of the face	
c242	HP Ontology	HP:0000291	Abnormality of facial adipose tissue	Abnormality of facial fat	
c243	HP Ontology	HP:0000292	Loss of facial adipose tissue	Decreased amount of facial adipose tissue, Loss of facial subcutaneous adipose tissue, Loss of subcutaneous adipose tissue from face, Loss of facial fat, Decreased amount of facial fat, Decreased volume of facial adipose tissue	
c244	HP Ontology	HP:0000293	Full cheeks	Increased size of cheeks, Apple cheeks, Full cheeks, Big cheeks, Large cheeks	
c245	HP Ontology	HP:0000294	Low anterior hairline	Low frontal hairline, Low-set frontal hairline	
c246	HP Ontology	HP:0000295	Doll-like facies	Doll-like facial appearance	
c247	HP Ontology	HP:0000297	Facial hypotonia	Low facial muscle tone, Reduced facial muscle tone, Hypotonic facies, Decreased facial muscle tone	
c248	HP Ontology	HP:0000298	Mask-like facies	Amimia, Expressionless face, Lack of facial expression, Mask-like facial appearance, Masklike facies	
c249	HP Ontology	HP:0000300	Oval face	Oval facial shape, Oval facies, Oval face	
c250	HP Ontology	HP:0000301	Abnormality of facial musculature	Facial muscle issue, Abnormality of facial muscles	
